Locality,Latitude,Longitude,Signal Strength (dBm),Signal Quality (%),Data Throughput (Mbps),Latency (ms),Network Type,BB60C Measurement (dBm),srsRAN Measurement (dBm),BladeRFxA9 Measurement (dBm)
Ashok Rajpath,25.72938524,85.06081822,-91.63454365,0,4.629098442,52.69152625,4G,-94.73579036,-101.4397544,-92.28367828
Danapur,25.71859129,85.12732676,-86.36139384,0,2.773005053,139.8642494,LTE,-82.73216991,-95.0260188,-86.1534283
Boring Road,25.52105481,85.11101683,-98.55093475,0,30.1532129,24.53091186,5G,-99.16445974,-103.6634535,-96.70374087
Anandpuri,25.69587171,85.15094952,-88.05999483,0,6.812416098,53.89282598,4G,-83.50551292,-96.825189,-85.90212276
Rajendra Nagar,25.44708805,85.19005544,-91.87128873,0,2.382493328,116.7566539,LTE,-93.76820391,-99.35456308,-90.09264536
Boring Road,25.53483578,85.18525238,-84.89882382,0,2.658301281,150.8141719,3G,0,0,0
Ashok Rajpath,25.6679664,84.98145205,-79.35075324,0,1.62740625,163.5645322,3G,0,0,0
Anisabad,25.64260948,85.04089393,-85.38859422,0,1.945030886,137.8224515,3G,0,0,0
Danapur,25.6093889,85.26924804,-89.15577127,0,1.012094086,148.3860219,3G,0,0,0
Boring Road,25.54535381,85.28306169,-88.29210496,0,2.519647317,133.8823482,3G,0,0,0
Danapur,25.65402087,85.28988406,-89.43077478,0,2.819096946,156.8955483,3G,0,0,0
Pataliputra,25.70123556,85.1733532,-90.63496691,0,7.083950633,73.21019745,4G,-89.44292373,-98.23349561,-89.66474383
Patliputra Colony,25.42592527,85.11091029,-86.85140553,0,2.236581598,168.0672373,3G,0,0,0
Rajendra Nagar,25.4352509,85.05846036,-89.89468866,0,6.480777206,58.92080483,4G,-93.81313852,-95.68415435,-89.20988961
Anandpuri,25.71106747,85.24621056,-91.33273558,0,27.68382703,18.46983448,5G,-95.91776233,-99.72239791,-90.97426762
Boring Canal Road,25.4735701,85.08596579,-87.8114333,0,2.42355589,189.8355275,LTE,-86.98457183,-97.19089646,-90.08294387
Fraser Road,25.65741399,85.285892,-87.57506606,0,1.771107129,150.6685791,3G,0,0,0
Gandhi Maidan,25.62870047,85.14876107,-95.53059758,0,17.68627271,48.8984556,5G,-95.35049326,-102.4596664,-97.11093888
Pataliputra,25.65335282,85.15487566,-83.18139598,0,2.887556223,125.0890317,LTE,-87.17576866,-91.21508855,-82.48111973
Anandpuri,25.56624148,85.26371848,-82.41332946,0,1.911299099,148.201734,3G,0,0,0
Gandhi Maidan,25.69860048,85.21310322,-102.0811353,0,76.90916566,31.3130815,5G,-98.47445706,-108.6065434,-105.0178285
Anisabad,25.60528619,84.96665853,-86.36075911,0,1.309715148,137.2999836,LTE,-89.27038874,-92.88178428,-83.69550608
Gandhi Maidan,25.69010638,85.16058338,-89.39380619,0,2.076726204,191.3229686,3G,0,0,0
Exhibition Road,25.76985366,85.17394049,-95.66084678,0,44.85008271,21.31061828,5G,-97.61594253,-100.7461124,-94.8041823
Boring Canal Road,25.5883582,85.01792392,-89.71088414,0,9.470166969,61.51933197,4G,-91.81844511,-97.86411349,-88.72842771
Kankarbagh,25.58858282,85.12321281,-94.80748177,0,77.52976982,22.42861313,5G,-94.66258575,-100.523305,-95.00621318
Gandhi Maidan,25.47851106,85.20385431,-87.7970746,0,88.66123042,18.82850344,5G,-91.21259423,-97.48604914,-85.86085707
Gandhi Maidan,25.55904619,85.1722803,-95.31674053,0,9.237980643,73.01776866,4G,-93.2200271,-100.3981826,-98.01568843
Boring Canal Road,25.60028166,85.10866794,-85.18356531,0,1.223869156,160.9505891,3G,0,0,0
Bankipore,25.58056139,85.30662411,-89.94059157,0,1.558016581,140.4968587,3G,0,0,0
Pataliputra,25.76020977,85.07745158,-91.97703828,0,33.28398527,23.8876867,5G,-89.03521482,-98.85095765,-89.3511996
Anisabad,25.64976309,85.23759977,-92.07034421,0,5.067954254,54.52797338,4G,-90.3903117,-101.4037101,-89.95926865
Bankipore,25.5854062,85.26493765,-96.49129744,0,26.68679653,17.28252516,5G,-96.36266864,-102.2673095,-99.01366697
Danapur,25.76470395,85.09166246,-79.12403569,0,2.67489919,132.2989683,3G,0,0,0
Rajendra Nagar,25.5653394,85.21095434,-89.42492207,0,2.028163842,177.936517,LTE,-89.19995398,-96.21979778,-87.70693214
Anisabad,25.75157778,85.21495084,-96.07381464,0,1.507969507,187.7692179,LTE,-100.1781544,-102.4969941,-97.44696112
Anandpuri,25.4981268,85.25561885,-90.35695467,0,2.0118516,177.772791,LTE,-86.77372528,-96.13263424,-91.1989013
Kankarbagh,25.54999398,85.29336326,-89.35646247,0,6.720354724,72.89816072,4G,-90.38856921,-97.20041004,-88.94067486
Exhibition Road,25.71690948,85.25981428,-93.69037067,0,1.645619587,125.8107643,LTE,-94.05051649,-103.0239494,-91.12389627
Bankipore,25.73433962,85.22085695,-90.22666508,0,2.0908559,113.3416336,3G,0,0,0
Gandhi Maidan,25.52115732,85.06778053,-92.1841672,0,4.802354515,56.78307336,4G,-94.58368679,-100.2588769,-89.52627049
S.K. Puri,25.57094068,84.98941155,-90.21820592,0,1.043291123,109.1777606,3G,0,0,0
Bailey Road,25.65693284,85.01435122,-88.15744023,0,1.853789456,146.902494,3G,0,0,0
Fraser Road,25.68731584,85.17255208,-83.94888935,0,1.079594255,159.7682336,3G,0,0,0
Kumhrar,25.59132159,85.24139803,-93.37729615,0,8.74355253,88.00174509,4G,-97.88963296,-99.15865219,-93.74903169
Gandhi Maidan,25.5186701,85.28172475,-85.18706393,0,1.520806218,183.8399638,3G,0,0,0
Boring Canal Road,25.51163561,85.07588121,-88.0363386,0,7.327995147,89.07310444,4G,-86.00356633,-93.86404734,-90.69905517
Phulwari Sharif,25.64508765,85.20268872,-91.6753549,0,32.80414589,45.80306237,5G,-90.93606354,-99.92146679,-89.67919242
Anandpuri,25.72947935,85.24054867,-98.82485877,0,28.50593389,34.54732751,5G,-101.5939954,-106.0965154,-97.72100799
Kidwaipuri,25.70751873,85.20640214,-91.95082149,0,2.311641535,153.7275674,LTE,-90.17957886,-98.53746573,-91.1784174
Anisabad,25.64706088,85.07114984,-85.70266798,0,5.679833763,81.53176475,4G,-86.40124066,-93.51384271,-86.84044265
Kankarbagh,25.5872451,85.29003343,-87.41069755,0,1.599112639,145.7743817,LTE,-91.45510651,-92.91996533,-84.79814861
Exhibition Road,25.74653298,85.04850096,-85.8217549,0,2.540042457,163.0175085,LTE,-80.93685005,-94.10021473,-88.45118058
Pataliputra,25.6569386,85.15993296,-89.16211967,0,9.501343948,74.8371714,4G,-85.73266484,-96.93268657,-87.91061839
Bankipore,25.45070622,85.22741368,-93.9381362,0,4.741579446,95.51083275,4G,-97.39397863,-100.8042836,-96.76532912
Rajendra Nagar,25.47361286,85.12390306,-86.66880399,0,4.018621103,93.89891912,4G,-88.97690659,-91.75752368,-87.3713859
Rajendra Nagar,25.50428534,85.24793068,-90.76631211,0,55.66507886,27.66015693,5G,-94.45958581,-99.31131516,-88.55255748
Danapur,25.43007368,85.18357234,-89.01566554,0,1.89374839,177.7984972,LTE,-91.81096073,-98.19283525,-89.57767215
Kidwaipuri,25.57608014,85.05041606,-87.40684008,0,2.945688317,100.4868408,3G,0,0,0
Danapur,25.60542938,85.25226034,-98.99996547,0,73.21648293,21.97830896,5G,-101.3113963,-104.0100782,-96.85113192
Boring Canal Road,25.52757338,85.12909721,-91.08091328,0,1.967754529,189.7532327,LTE,-87.00330084,-100.6438292,-88.46195329
Rajendra Nagar,25.51818546,85.19300477,-91.38586553,0,69.93524495,42.90629874,5G,-96.25305349,-98.67578903,-91.62848766
Ashok Rajpath,25.58010823,85.27431766,-84.66460253,0,2.607386904,181.7822074,3G,0,0,0
Kumhrar,25.5532155,85.0976612,-93.55087842,0,18.69765257,20.96656151,5G,-95.35031115,-99.73512813,-91.73738334
Danapur,25.4233154,85.09864811,-87.62626496,0,2.168791843,179.686157,LTE,-89.21659933,-93.59893355,-88.59459759
Pataliputra,25.71817447,85.23543253,-90.60046781,0,1.614175487,103.515925,LTE,-92.36901563,-97.87992469,-90.29019357
Rajendra Nagar,25.56584139,85.26007586,-101.3200308,0,60.73633913,18.19916931,5G,-98.90007693,-111.0586353,-99.20477497
Patliputra Colony,25.42238215,85.1445698,-96.89175941,0,20.22814348,10.156735,5G,-91.8971526,-102.8803909,-95.17142132
Gardanibagh,25.63999506,85.00167559,-94.27340972,0,52.41896147,49.24390498,5G,-91.86962675,-103.6833796,-92.73417472
Danapur,25.50346018,84.98289679,-86.42738633,0,1.497953798,137.2307099,3G,0,0,0
Gardanibagh,25.76286566,85.14822892,-93.30444797,0,1.341627413,119.7690303,LTE,-95.11627474,-100.3369659,-95.04374131
Anisabad,25.64263428,85.06340286,-84.63685915,0,1.002536154,189.4007198,3G,0,0,0
Bankipore,25.68594265,85.2698853,-92.51709165,0,60.91678235,10.61242347,5G,-89.71136439,-100.7090551,-93.0785804
Anisabad,25.50055808,85.18942268,-94.51043131,0,76.64585691,40.27707381,5G,-93.44326929,-103.6764946,-92.72590799
Kumhrar,25.42768685,85.16611543,-93.59605022,0,4.096289704,98.73800407,4G,-90.17066793,-101.0916672,-90.70752167
Bankipore,25.63094643,85.06733574,-98.64887642,0,44.5552308,27.77763831,5G,-102.232704,-108.1363948,-98.43608672
Fraser Road,25.74338797,85.15808185,-94.92590384,0,80.01184661,25.29453324,5G,-95.49463039,-103.0449515,-95.72186075
Bailey Road,25.68962874,85.18758458,-95.57401124,0,52.00148402,12.10839159,5G,-100.1983489,-101.988104,-95.34544326
Anisabad,25.55689313,85.02811025,-87.7329131,0,7.968159594,50.36789148,4G,-87.55085577,-97.54526981,-87.31753182
Fraser Road,25.62268217,85.05111964,-94.93009092,0,84.71825959,36.56048912,5G,-96.54641226,-100.2524758,-92.45684549
Kidwaipuri,25.50686002,85.09987873,-95.04819609,0,7.541145972,86.36342352,4G,-93.71065522,-104.3456596,-95.39049003
Patliputra Colony,25.57056902,85.1690509,-91.02349809,0,1.622014007,188.5922114,LTE,-88.27421337,-97.34724201,-89.23947726
Ashok Rajpath,25.50401868,85.14280714,-85.63659839,0,2.54930524,156.2144754,3G,0,0,0
Phulwari Sharif,25.72701986,85.18041326,-97.28304111,0,9.346573079,59.56210645,4G,-96.12875196,-105.254469,-100.0365469
S.K. Puri,25.51594585,85.0300981,-92.82309393,0,2.034263784,111.7064413,LTE,-92.54131672,-102.1887298,-92.26813306
Danapur,25.45010619,85.22730183,-91.55417771,0,28.10577091,13.2025361,5G,-91.80964592,-101.5043315,-94.04558079
Gardanibagh,25.61594175,85.05783832,-92.73453713,0,2.352314667,190.77508,LTE,-90.43683201,-99.05721949,-95.25442751
Boring Canal Road,25.48562468,85.0312684,-90.15694589,0,3.602812774,77.95683282,4G,-90.12911148,-99.43476347,-90.50454862
Pataliputra,25.63539055,85.23109727,-103.7739437,0,70.88249291,17.59731065,5G,-100.5864756,-113.1904981,-102.8379356
Anisabad,25.47645067,85.18620529,-86.90622964,0,1.382124279,179.0513608,3G,0,0,0
Patliputra Colony,25.69065577,85.22462849,-95.20646344,0,83.67339073,45.98402379,5G,-92.38713764,-104.2296686,-97.68597162
Kidwaipuri,25.55452598,85.31034876,-87.87404125,0,7.896695093,70.60088695,4G,-91.49006539,-94.54521505,-87.72600741
Boring Road,25.52012702,85.16795686,-79.49553957,0,1.356663025,123.9369836,3G,0,0,0
S.K. Puri,25.51707489,85.27362921,-84.8156662,0,4.954008933,82.31825561,4G,-81.08255747,-94.60744609,-82.83185162
Kidwaipuri,25.55333947,85.04848521,-97.33471138,0,16.54626356,41.60525495,5G,-100.1569034,-103.9495223,-95.51543864
Fraser Road,25.52404785,85.02493455,-90.09547362,0,1.877335544,121.8273199,LTE,-93.79095952,-100.0325846,-92.17169418
Gandhi Maidan,25.43781389,85.17811208,-98.52093438,0,3.077093508,70.83180187,4G,-101.9708477,-105.1986811,-97.26813879
Kidwaipuri,25.74947034,85.13735747,-83.57323469,0,1.608615184,108.6457507,3G,0,0,0
Rajendra Nagar,25.61380456,85.31394458,-103.7344785,0,33.78697775,21.48965392,5G,-103.6210876,-109.7010492,-106.435291
Rajendra Nagar,25.74985955,85.07447591,-89.22377973,0,1.820585606,133.2956614,LTE,-92.97421407,-98.6910235,-88.09363398
Bailey Road,25.74380351,85.18840603,-81.72273399,0,2.333051664,180.7536255,3G,0,0,0
S.K. Puri,25.62532891,85.06029658,-94.26673081,0,9.735371134,64.49623813,4G,-90.73728878,-102.3286077,-95.32756531
Fraser Road,25.65353989,85.2983263,-89.80005586,0,5.169059546,75.37545472,4G,-90.78753003,-95.52466393,-90.20854467
Anisabad,25.51672674,85.19931748,-93.33910072,0,4.847828638,71.37537788,4G,-91.01071734,-101.6575602,-94.36747468
Boring Road,25.64052933,85.30472282,-86.39438261,0,2.683967056,148.2854765,3G,0,0,0
Bankipore,25.68123264,85.16733873,-82.44335198,0,1.754357584,190.3336007,3G,0,0,0
Rajendra Nagar,25.71335929,85.0225333,-98.19642909,0,13.56017559,26.12155032,5G,-96.70488944,-104.7060764,-97.36758967
Ashok Rajpath,25.72580668,85.14150085,-87.42277596,0,22.28527109,19.14683006,5G,-83.59782491,-97.32216735,-85.90641313
Bankipore,25.66283928,85.20761588,-88.47306332,0,9.319805149,92.52147438,4G,-89.32979318,-97.91113308,-91.01928114
Ashok Rajpath,25.49306643,85.15518357,-88.15366009,0,1.314743167,103.106813,3G,0,0,0
Kumhrar,25.61132924,84.97467615,-92.59530795,0,1.774366548,134.61085,3G,0,0,0
Bailey Road,25.61733805,85.30592481,-88.15430067,0,1.986683176,104.0069086,LTE,-83.31108088,-96.23689506,-90.24093138
Boring Road,25.74705267,85.21960474,-88.49529243,0,75.65692798,10.81364328,5G,-91.44342101,-96.05987971,-86.22577763
Phulwari Sharif,25.5417107,85.09905342,-101.9640455,0,93.20448545,30.86972903,5G,-106.829951,-111.8668142,-99.12627573
Fraser Road,25.63837358,85.16606327,-92.41913956,0,2.512008484,145.2314035,LTE,-96.98743665,-100.8711358,-93.49847872
Danapur,25.56531311,84.96302997,-85.50695949,0,1.382554742,151.7117931,3G,0,0,0
Rajendra Nagar,25.65238063,85.24742124,-86.92540765,0,4.978671524,73.04343676,4G,-85.21236341,-96.11449079,-87.00675333
Fraser Road,25.70433667,85.04779656,-81.66114832,0,8.389815327,55.1979688,4G,-77.03749515,-87.21004496,-83.03905677
Patliputra Colony,25.43318165,85.18080467,-94.03164678,0,1.551856596,190.496188,LTE,-90.85314015,-102.3003166,-92.18521102
Anandpuri,25.46410256,85.08623377,-82.61045512,0,2.619540808,188.6615489,3G,0,0,0
Gardanibagh,25.60180511,85.01884206,-86.81546534,0,2.589325785,145.6316821,LTE,-90.10778274,-95.47941586,-86.76078503
Ashok Rajpath,25.4966159,85.09787627,-86.77248433,0,2.087755842,133.8554027,3G,0,0,0
Exhibition Road,25.57762335,85.30863416,-90.29991704,0,7.398959802,69.7472593,4G,-92.75960686,-95.38924111,-87.40179705
Kidwaipuri,25.69325932,85.11472506,-89.16239455,0,6.021090304,88.18015335,4G,-84.23641737,-95.86722115,-91.85966113
Kidwaipuri,25.70336698,85.05371235,-97.80477989,0,53.87210519,24.56484227,5G,-96.41091567,-107.1595978,-98.22288132
Gardanibagh,25.68637785,85.14073127,-92.91947835,0,2.897832436,124.599974,LTE,-92.59861011,-100.5076973,-91.70227968
Anandpuri,25.65565166,85.02512908,-85.12801628,0,54.03904727,30.50304864,5G,-87.45027313,-92.85326239,-85.3033063
Bankipore,25.58339904,85.22390067,-85.29126015,0,1.960269879,137.3207369,LTE,-85.35878522,-92.39561113,-87.15679422
Gandhi Maidan,25.44550824,85.13588182,-89.45301341,0,9.909700601,78.05751062,4G,-87.5786448,-97.82592201,-91.88457992
Gandhi Maidan,25.677273,85.25290546,-96.87254996,0,4.517699932,83.48056283,4G,-92.16586968,-105.9939737,-96.28985024
Gardanibagh,25.54955274,85.07367354,-94.81121278,0,1.938354992,136.7708508,LTE,-98.80501301,-103.2630537,-93.82880661
Danapur,25.74407381,85.09468126,-88.04761847,0,1.512042346,165.082795,LTE,-91.88488167,-95.36556656,-88.42472984
Exhibition Road,25.43447696,85.07736452,-82.92999042,0,8.856341473,82.53941604,4G,-81.78830191,-91.25927531,-81.02256536
Ashok Rajpath,25.59445866,85.28969939,-87.97705827,0,7.194942625,90.37389678,4G,-91.88349924,-95.99060181,-88.95597206
Danapur,25.54029149,85.24009377,-90.34680454,0,6.930345606,59.29668204,4G,-93.10311279,-97.87755857,-87.57719239
Danapur,25.64744509,85.06012008,-91.39940698,0,3.834901704,61.22911913,4G,-91.39742762,-97.19719322,-90.19164692
Anisabad,25.45546701,85.03180652,-96.01308384,0,95.11061833,26.35708943,5G,-94.39338544,-103.6888099,-95.22955165
Kidwaipuri,25.4890381,85.10900019,-94.13925973,0,5.884675981,61.18891931,4G,-89.81389887,-101.6987375,-93.35657103
Pataliputra,25.7597678,85.13508348,-81.82241885,0,2.980445069,120.9406714,3G,0,0,0
Exhibition Road,25.50974013,85.16594627,-92.52455337,0,2.459033857,134.7287666,LTE,-90.71405225,-100.6601708,-94.65114831
Danapur,25.56768699,85.14617766,-88.90784757,0,1.092523835,135.5774084,LTE,-91.77890502,-95.12801832,-88.06668436
Gardanibagh,25.63585172,85.0800862,-88.52086464,0,55.03225243,24.30053314,5G,-90.74659729,-95.30685439,-87.36405745
Gandhi Maidan,25.63248118,85.12171621,-92.16787486,0,62.16692124,32.22100272,5G,-89.77165801,-99.67166032,-93.5341609
Bankipore,25.51102161,85.26154807,-92.23802506,0,1.067091743,156.0398954,LTE,-90.28974927,-98.25909141,-93.19672763
Gardanibagh,25.6446164,85.24056852,-88.81799807,0,2.496477612,190.3050653,LTE,-92.4207924,-98.33736881,-89.27056242
Anandpuri,25.66598032,85.2573019,-93.76589821,0,3.325035588,50.6866594,4G,-89.55170486,-103.1227779,-94.09122572
Gardanibagh,25.41869462,85.10660736,-98.35828095,0,5.646174646,55.14730724,4G,-96.16805274,-105.838837,-97.10568715
Pataliputra,25.51546853,85.19503272,-84.68953819,0,4.535242808,71.44437157,4G,-83.16689813,-91.05388221,-87.68523704
Ashok Rajpath,25.51838988,85.1822377,-83.95408017,0,19.3055443,27.26032479,5G,-86.65489646,-91.37435077,-85.43311765
Pataliputra,25.50146348,85.21192858,-91.52595766,0,1.412405432,187.6560491,LTE,-94.9430951,-99.24765355,-90.89176222
Kankarbagh,25.63167254,84.99225042,-95.28197377,0,2.024600722,113.5241191,LTE,-94.57205806,-103.2425607,-94.31328687
Bankipore,25.72978799,85.02829634,-95.87574094,0,5.720426033,70.7994804,4G,-93.40903129,-105.4066316,-95.80023752
Exhibition Road,25.45057672,85.24310793,-86.02712695,0,2.769853494,157.7020402,3G,0,0,0
Anandpuri,25.55653983,85.05701556,-84.1022868,0,19.72697443,27.44977793,5G,-79.38277835,-93.9145252,-85.20625846
Kankarbagh,25.70061129,85.13641036,-97.06258767,0,52.78231609,24.54057829,5G,-95.65252709,-102.5562916,-99.07906609
Kankarbagh,25.66619545,85.00947668,-86.81266822,0,7.105216587,63.06225662,4G,-81.993615,-92.3231777,-89.04157421
Anandpuri,25.49467678,85.14838039,-87.32357383,0,2.567905036,145.3261773,3G,0,0,0
Boring Canal Road,25.7169131,85.22191722,-90.83376625,0,3.437132718,91.0539181,4G,-94.91030786,-97.46372947,-93.49486571
Patliputra Colony,25.54766955,85.21448968,-93.48045335,0,5.873533749,61.50422459,4G,-94.41963202,-99.34936647,-95.11465813
Boring Canal Road,25.70763449,85.09441979,-91.72817526,0,3.705269908,85.37614095,4G,-96.41642617,-97.3771918,-93.89626008
Anandpuri,25.6936051,85.28038868,-82.76963871,0,6.367879843,66.66839191,4G,-83.27840457,-89.91631582,-83.15610376
S.K. Puri,25.47603077,85.11471307,-84.50633823,0,97.84704992,31.29217455,5G,-80.45311995,-94.09114444,-86.36002702
Pataliputra,25.55091425,85.2570476,-101.927047,0,11.62541978,29.3091355,5G,-103.6168844,-108.2255317,-103.0504826
Anandpuri,25.62536323,85.01772502,-90.60919191,0,9.746723628,76.94904372,4G,-92.73039688,-100.0078371,-89.38802187
Anandpuri,25.68100051,85.04497825,-92.56273455,0,5.816062747,89.16450462,4G,-87.93488647,-101.9294552,-93.03895313
Boring Road,25.64731297,85.19728939,-91.7587998,0,2.872251143,152.0160223,LTE,-93.11061884,-97.39184251,-92.38885818
Phulwari Sharif,25.65744955,85.20258947,-97.97711601,0,52.08300536,44.99757622,5G,-94.86883488,-103.0721845,-95.41782933
Rajendra Nagar,25.66990448,85.21417266,-88.87950399,0,5.269756117,55.55174615,4G,-89.45185442,-97.61323991,-86.42410973
Gardanibagh,25.64634303,84.98657915,-97.81872398,0,3.074690889,81.13706382,4G,-98.69033,-103.5194515,-99.30783577
Boring Canal Road,25.64358867,85.09435627,-89.72659823,0,1.84489158,139.8087178,LTE,-94.4621292,-98.04881222,-86.87047728
Gandhi Maidan,25.67986436,85.00512135,-86.49785352,0,96.05195707,37.93090374,5G,-89.42014722,-96.39645194,-86.62135873
Bailey Road,25.75215733,85.06305216,-93.04395336,0,87.19889935,29.79931179,5G,-96.73464084,-99.56284618,-94.80751068
Patliputra Colony,25.66331606,84.9942152,-87.67287292,0,1.249839621,102.6676763,LTE,-92.54861698,-93.27382074,-90.40233978
Ashok Rajpath,25.61630625,85.17189022,-91.63899483,0,1.020691193,162.6174074,LTE,-89.59986056,-98.38498138,-88.83182072
Kankarbagh,25.50676835,85.08435986,-89.91181537,0,86.72848668,20.31758027,5G,-89.99667311,-95.03417873,-90.91236493
Rajendra Nagar,25.70947532,85.0846616,-86.23358188,0,2.664997402,185.077849,3G,0,0,0
Phulwari Sharif,25.60653513,85.22724103,-90.0432386,0,47.71789783,41.33267561,5G,-92.35984069,-96.55337965,-93.03376208
Gandhi Maidan,25.58573411,85.26974072,-87.50827092,0,2.71734411,111.7475899,LTE,-84.6516049,-94.14068699,-89.8182053
Anandpuri,25.4762949,85.12258182,-82.75868964,0,2.92810826,109.5574448,LTE,-87.53319742,-92.47994164,-85.44425552
Boring Canal Road,25.63031917,85.21612397,-89.6419118,0,2.88227117,186.7477023,LTE,-91.7664114,-97.97647614,-90.08263761
Pataliputra,25.56032596,84.99652508,-89.73118619,0,3.338771174,57.42587121,4G,-90.5915092,-97.31422586,-91.15014327
Bailey Road,25.74043029,85.23692223,-87.82845165,0,58.72018444,22.9558221,5G,-91.465946,-93.39063629,-88.0038773
Rajendra Nagar,25.56174003,85.09409821,-84.14573622,0,1.334111339,199.2830825,3G,0,0,0
